类别,省,市,县,公司简称,行政区划,公司全名,行业,员工人数,总市值(亿),股票代码,注册地,办公地,官网,成立日期,上市日期
沪科创板,浙江省,杭州市,钱塘区,奥泰生物,330114,杭州奥泰生物技术股份有限公司,医疗器械,987,53.21,688606,浙江省杭州市钱塘区江干区经济技术开发区白杨街道银海街550号第3幢第4幢第5幢厂房,浙江省杭州市钱塘区下沙街道乔新路383号,www.alltests.com.cn,4/16/2009,3/25/2021
沪科创板,江苏省,苏州市,吴中区,康众医疗,320506,江苏康众数字医疗科技股份有限公司,医疗器械,252,15.13,688607,"江苏省苏州市吴中区苏州工业园区星湖街218号生物纳米园A2楼,B3楼501室",江苏省苏州市吴中区苏州工业园区星湖街218号生物纳米园A2楼、B3楼501室,careray.cn,5/22/2007,2/1/2021
沪科创板,上海市,市辖区,浦东新区,恒玄科技,310115,恒玄科技(上海)股份有限公司,半导体,690,473.39,688608,上海市浦东新区中国(上海)自由贸易试验区临港新片区环湖西二路800号904室,上海市浦东新区金科路2889号长泰广场B座201室,www.bestechnic.com,6/7/2015,12/16/2020
沪科创板,广东省,惠州市,惠城区,九联科技,441302,广东九联科技股份有限公司,黑色家电,1606,47.6,688609,广东省惠州市惠城区惠澳大道惠南高新科技产业园惠泰路5号,广东省惠州市惠城区惠澳大道惠南高新科技产业园惠泰路5号,www.unionman.com.cn,11/6/2001,3/23/2021
沪科创板,安徽省,合肥市,蜀山区,埃科光电,340104,合肥埃科光电科技股份有限公司,通用设备,410,23.53,688610,安徽省合肥市蜀山区高新区望江西路中安创谷科技园二期J2栋3F,安徽省合肥市蜀山区高新区望江西路中安创谷科技园二期J2栋3F,www.i-tek.cn,3/23/2011,7/19/2023
沪科创板,浙江省,杭州市,余杭区,杭州柯林,330110,杭州柯林电气股份有限公司,电网设备,299,48.33,688611,浙江省杭州市余杭区北软路1003号,浙江省杭州市余杭区北软路1003号,www.kelinpower.com,12/11/2002,4/12/2021
沪科创板,广东省,深圳市,南山区,威迈斯,440305,深圳威迈斯新能源(集团)股份有限公司,汽车零部件,3359,102.76,688612,广东省深圳市南山区北环路第五工业区风云科技大楼501之一,广东省深圳市南山区北环路第五工业区风云科技大楼501之一,www.vmaxpower.com.cn,8/17/2005,7/26/2023
沪科创板,北京市,市辖区,海淀区,奥精医疗,110108,奥精医疗科技股份有限公司,医疗器械,202,21.69,688613,北京市海淀区开拓路5号3层A305,北京市海淀区开拓路5号3层A305,www.allgensmed.cn,12/21/2004,5/21/2021
沪科创板,上海市,市辖区,静安区,合合信息,310106,上海合合信息科技股份有限公司,软件开发,1056,228.86,688615,上海市静安区万荣路1256、1258号1105-1123室,上海市静安区万荣路1256、1258号1105-1123室,www.intsig.com,8/7/2006,9/26/2024
沪科创板,浙江省,杭州市,西湖区,西力科技,330106,杭州西力智能科技股份有限公司,电网设备,470,19.95,688616,浙江省杭州市西湖区转塘街道良浮路173号,浙江省杭州市西湖区转塘街道良浮路173号,www.cnxili.com,12/29/1999,3/18/2021
沪科创板,广东省,深圳市,南山区,惠泰医疗,440305,深圳惠泰医疗器械股份有限公司,医疗器械,2555,418,688617,广东省深圳市南山区西丽街道松坪山社区松坪山朗山路11号同方信息港B栋601,广东省深圳市南山区西丽街道松坪山社区松坪山朗山路11号同方信息港B栋601,www.aptmed.com.cn,6/16/2002,1/7/2021
沪科创板,广东省,深圳市,南山区,三旺通信,440305,深圳市三旺通信股份有限公司,通信设备,500,22.49,688618,广东省深圳市南山区西丽街道百旺信高科技工业园1区3栋,广东省深圳市南山区西丽街道百旺信高科技工业园1区3栋,www.3onedata.com.cn,9/5/2001,12/30/2020
沪科创板,福建省,厦门市,集美区,罗普特,350211,罗普特科技集团股份有限公司,计算机设备,263,17.13,688619,福建省厦门市集美区火炬高新区软件园三期凤岐路188号-101室,福建省厦门市集美区火炬高新区软件园三期凤岐路188号-101室,www.ropeok.com,3/16/2006,2/23/2021
沪科创板,广东省,广州市,黄埔区,安凯微,440112,广州安凯微电子股份有限公司,半导体,393,46.8,688620,广东省广州市黄埔区博文路107号,广东省广州市黄埔区博文路107号,www.anyka.com,4/9/2001,6/27/2023
沪科创板,北京市,市辖区,昌平区,阳光诺和,110114,北京阳光诺和药物研究股份有限公司,医疗服务,1556,50.68,688621,北京市昌平区科技园区双营西路79号院7号楼一层,北京市昌平区科技园区双营西路79号院7号楼,www.sun-novo.com,3/8/2009,6/21/2021
沪科创板,广东省,广州市,黄埔区,禾信仪器,440112,广州禾信仪器股份有限公司,通用设备,276,57.5,688622,广东省广州市黄埔区新瑞路16号,广东省广州市黄埔区新瑞路16号,www.tofms.net,6/23/2004,9/13/2021
沪科创板,浙江省,杭州市,拱墅区,双元科技,330105,浙江双元科技股份有限公司,自动化设备,518,33.71,688623,浙江省杭州市拱墅区莫干山路1418号标准厂房2号楼（上城科技工业基地）,浙江省杭州市拱墅区莫干山路1418号标准厂房2号楼(上城科技工业基地),www.zjusy.com,3/20/2006,6/8/2023
沪科创板,广东省,广州市,白云区,呈和科技,440111,呈和科技股份有限公司,化学制品,283,68.34,688625,广东省广州市白云区北太路1633号广州民营科技园科强路2号,广东省广州市白云区北太路1633号广州民营科技园科强路2号,www.gchchem.com,1/30/2002,6/7/2021
沪科创板,河南省,安阳市,内黄县,翔宇医疗,410527,河南翔宇医疗设备股份有限公司,医疗器械,1819,54.61,688626,河南省安阳市内黄县帝喾大道中段,河南省安阳市内黄县帝喾大道中段,www.xyyl.com,3/19/2002,3/31/2021
沪科创板,广东省,深圳市,龙华区,精智达,440309,深圳精智达技术股份有限公司,专用设备,588,,688627,广东省深圳市龙华区龙华街道清湖社区清湖村富安娜公司1号101工业园D栋1楼东,广东省深圳市龙华区龙华街道清湖社区清湖村富安娜公司1号101工业园D栋1楼东,www.seichitech.com,5/30/2011,7/18/2023
沪科创板,广东省,东莞市, ,优利德,441900,优利德科技(中国)股份有限公司,通用设备,1353,40.74,688628,广东省东莞市松山湖园区工业北一路6号,广东省东莞市松山湖园区工业北一路6号,www.uni-trend.com.cn,12/4/2003,2/1/2021
沪科创板,四川省,绵阳市,涪城区,华丰科技,510703,四川华丰科技股份有限公司,军工电子,2222,246.26,688629,四川省绵阳市涪城区经开区三江大道118号,四川省绵阳市涪城区经开区三江大道118号,www.huafeng796.com,11/20/1994,6/27/2023
沪科创板,安徽省,合肥市,蜀山区,芯碁微装,340104,合肥芯碁微电子装备股份有限公司,专用设备,539,102.16,688630,安徽省合肥市蜀山区高新区长宁大道789号1号楼,安徽省合肥市蜀山区高新区长宁大道789号1号楼,www.cfmee.cn,6/29/2015,4/1/2021
沪科创板,江苏省,南京市,秦淮区,莱斯信息,320104,南京莱斯信息技术股份有限公司,软件开发,871,134.21,688631,江苏省南京市秦淮区永智路8号,江苏省南京市秦淮区永智路8号,www.les.cn,7/15/1988,6/28/2023
沪科创板,江苏省,南通市,如皋市,星球石墨,320682,南通星球石墨股份有限公司,专用设备,640,38.6,688633,江苏省南通市如皋市九华镇华兴路8号,江苏省南通市如皋市九华镇华兴路8号,www.ntxingqiu.com,10/23/2001,3/24/2021
沪科创板,四川省,成都市,青羊区,智明达,510105,成都智明达电子股份有限公司,军工电子,557,44.26,688636,四川省成都市青羊区敬业路229号H3栋D单元,四川省成都市青羊区敬业路108号T区1栋,www.zmdde.com,3/27/2002,4/8/2021
沪科创板,广东省,深圳市,宝安区,誉辰智能,440306,深圳市誉辰智能装备股份有限公司,电池,1353,16.28,688638,广东省深圳市宝安区沙井街道共和社区新和大道丽城科技工业园M栋一层至六层,广东省深圳市宝安区宝安大道4018号华丰国际商务大厦17楼,www.utimes.cn,12/12/2012,7/12/2023
沪科创板,安徽省,合肥市,长丰县,华恒生物,340121,安徽华恒生物科技股份有限公司,化学制品,2191,70.15,688639,安徽省合肥市长丰县双凤工业区,安徽省合肥市蜀山区高新区长安路197号,www.huahengbio.com,4/12/2005,4/22/2021
沪科创板,湖北省,武汉市,洪山区,逸飞激光,420111,武汉逸飞激光股份有限公司,自动化设备,884,33.52,688646,湖北省武汉市洪山区东湖新技术开发区高新大道999号武汉未来科技城龙山创新园一期C1栋1101室（自贸区武汉片区）,湖北省鄂州市华容区葛店开发区高新四路逸飞激光,www.yifilaser.com,12/29/2005,7/28/2023
沪科创板,上海市,市辖区,普陀区,中邮科技,310107,中邮科技股份有限公司,通用设备,1338,31.36,688648,上海市普陀区中山北路3185号,上海市普陀区中山北路3185号,www.cpte.com,7/4/2002,11/13/2023
沪科创板,北京市,市辖区,海淀区,盛邦安全,110108,远江盛邦(北京)网络安全科技股份有限公司,软件开发,530,25.02,688651,北京市海淀区上地九街9号9号2层209号,北京市海淀区上地九街9号9号2层209号,www.webray.com.cn,12/6/2010,7/26/2023
沪科创板,北京市,市辖区,大兴区,京仪装备,110115,北京京仪自动化装备技术股份有限公司,半导体,492,98.95,688652,北京市大兴区北京经济技术开发区凉水河二街8号院14号楼A座,北京市大兴区北京经济技术开发区凉水河二街8号院14号楼A座,www.baecltd.com.cn,6/29/2016,11/29/2023
沪科创板,上海市,市辖区,浦东新区,康希通信,310115,格兰康希通信科技(上海)股份有限公司,半导体,169,49.88,688653,上海市浦东新区中国(上海)自由贸易试验区祥科路111号3号楼714室,上海市浦东新区中国(上海)自由贸易试验区科苑路399号10幢4层(名义层5层),www.kxcomtech.com,8/10/2015,11/17/2023
沪科创板,广东省,深圳市,宝安区,迅捷兴,440306,深圳市迅捷兴科技股份有限公司,元件,1130,16.7,688655,"广东省深圳市宝安区沙井街道沙四东宝工业区第G,H,I栋",广东省深圳市宝安区沙井街道沙四东宝工业区第G、H、I栋,www.jxpcb.com,8/18/2005,5/11/2021
沪科创板,江苏省,苏州市,虎丘区,浩欧博,320505,江苏浩欧博生物医药股份有限公司,医疗器械,529,61.9,688656,江苏省苏州市虎丘区中国(江苏)自由贸易试验区苏州片区苏州工业园区东堰里路9号,江苏省苏州市虎丘区苏州工业园区东堰里路9号,www.hob-biotech.com,6/7/2009,1/13/2021
沪科创板,江苏省,苏州市,吴中区,浩辰软件,320506,苏州浩辰软件股份有限公司,软件开发,768,30.04,688657,江苏省苏州市吴中区工业园区东平街286号,江苏省苏州市吴中区工业园区东平街286号,www.gstarcad.com,11/26/2001,10/10/2023
沪科创板,北京市,市辖区,大兴区,悦康药业,110115,悦康药业集团股份有限公司,化学制药,3279,71.73,688658,北京市大兴区北京经济技术开发区宏达中路6号,北京市大兴区北京经济技术开发区宏达中路6号,www.youcareyk.com,8/13/2001,12/24/2020
沪科创板,安徽省,合肥市,瑶海区,元琛科技,340102,安徽元琛环保科技股份有限公司,化学制品,510,10.99,688659,安徽省合肥市瑶海区新站区站北社区合白路西侧,安徽省合肥市瑶海区新站区站北社区合白路西侧,www.shychb.com;www.yckjgf.com,5/15/2005,3/31/2021
沪科创板,上海市,市辖区,闵行区,电气风电,310112,上海电气风电集团股份有限公司,风电设备,1628,94.8,688660,上海市闵行区东川路555号己号楼8楼,上海市徐汇区漕宝路115号,www.sewpg.com,9/6/2006,5/19/2021
沪科创板,江苏省,苏州市,虎丘区,和林微纳,320505,苏州和林微纳科技股份有限公司,半导体,670,48.22,688661,江苏省苏州市虎丘区高新区科技城峨眉山路80号,江苏省苏州市虎丘区高新区峨眉山路80号,www.uigreen.com,6/17/2012,3/29/2021
沪科创板,广东省,佛山市,顺德区,富信科技,440606,广东富信科技股份有限公司,其他电子,1278,35.37,688662,广东省佛山市顺德区高新区(容桂)科苑三路20号,广东省佛山市顺德区高新区(容桂)科苑三路20号,www.fuxin-cn.com,6/5/2003,4/1/2021
沪科创板,山东省,济宁市,汶上县,新风光,370830,新风光电子科技股份有限公司,电网设备,930,34.06,688663,山东省济宁市汶上县经济开发区金成路中段路北,山东省济宁市汶上县经济开发区金成路中段路北,www.fengguang.com,8/9/2004,4/13/2021
沪科创板,湖北省,武汉市,江夏区,四方光电,420115,四方光电股份有限公司,通用设备,1726,35.44,688665,湖北省武汉市江夏区东湖新技术开发区凤凰产业园凤凰园三路3号,湖北省武汉市江夏区东湖新技术开发区凤凰产业园凤凰园三路3号,www.gassensor.com.cn,5/21/2003,2/9/2021
沪科创板,湖北省,武汉市,东西湖区,菱电电控,420112,武汉菱电汽车电控系统股份有限公司,汽车零部件,940,24.04,688667,湖北省武汉市东西湖区金银湖街清水路特8号(11),湖北省武汉市东西湖区金银湖街清水路特8号(11),www.whldqc.com,1/6/2005,3/12/2021
沪科创板,广东省,东莞市, ,鼎通科技,441900,东莞市鼎通精密科技股份有限公司,通信设备,3320,60.94,688668,广东省东莞市东城街道周屋社区银珠路七号,广东省东莞市东城街道周屋社区银珠路七号,www.dingtong.net.cn,6/10/2003,12/21/2020
沪科创板,广东省,清远市,清城区,聚石化学,441802,广东聚石化学股份有限公司,塑料制品,2126,19.01,688669,广东省清远市清城区高新技术产业开发区雄兴工业城B6,广东省清远市清城区高新技术产业开发区雄兴工业城B6,www.polyrocks.cn,6/7/2007,1/25/2021
沪科创板,江苏省,泰州市,海陵区,金迪克,321202,江苏金迪克生物技术股份有限公司,生物制品,452,13.7,688670,江苏省泰州市海陵区郁金路12号,江苏省泰州市海陵区郁金路12号,,12/28/2008,8/2/2021
沪科创板,广东省,深圳市,宝安区,碧兴物联,440306,碧兴物联科技(深圳)股份有限公司,环保设备,762,13.76,688671,广东省深圳市宝安区新安街道兴东社区67区留仙三路1号润恒工业区厂房2栋301,广东省深圳市宝安区西乡街道龙腾社区汇智研发中心C座15-17楼,www.bx-tec.com,1/17/2012,8/9/2023
沪科创板,海南省,海口市,龙华区,金盘科技,460106,海南金盘智能科技股份有限公司,电网设备,2318,145.19,688676,海南省海口市龙华区南海大道168-39号,海南省海口市龙华区南海大道168-39号,www.jst.com.cn,6/2/1997,3/9/2021
沪科创板,山东省,青岛市,崂山区,海泰新光,370212,青岛海泰新光科技股份有限公司,医疗器械,797,37.91,688677,山东省青岛市崂山区科苑纬四路100号,山东省青岛市崂山区科苑纬四路100号,www.novelbeam.com,6/10/2003,2/26/2021
沪科创板,江苏省,苏州市,昆山市,福立旺,320583,福立旺精密机电(中国)股份有限公司,消费电子,2285,49.86,688678,江苏省苏州市昆山市千灯镇玉溪西路168号,江苏省苏州市昆山市千灯镇玉溪西路168号,www.freewon.com.cn,5/17/2006,12/23/2020
沪科创板,安徽省,合肥市,包河区,通源环境,340111,安徽省通源环境节能股份有限公司,环境治理,877,14.55,688679,安徽省合肥市包河区祁门路3966号,安徽省合肥市包河区祁门路3966号,www.ahtongyuan.com,4/14/1999,12/25/2020
沪科创板,上海市,市辖区,浦东新区,海优新材,310115,上海海优威新材料股份有限公司,光伏设备,856,31.99,688680,上海市浦东新区中国(上海)自由贸易试验区龙东大道3000号1幢A楼909,上海市浦东新区中国(上海)自由贸易试验区龙东大道3000号1幢A楼909,www.hiuv.com,9/21/2005,1/22/2021
沪科创板,山东省,淄博市,张店区,科汇股份,370303,山东科汇电力自动化股份有限公司,电网设备,622,12.97,688681,山东省淄博市张店区房镇三赢路16号,山东省淄博市张店区房镇三赢路16号,www.kehui.cn,10/14/1993,6/16/2021
沪科创板,上海市,市辖区,浦东新区,霍莱沃,310115,上海霍莱沃电子系统技术股份有限公司,军工电子,173,22.8,688682,上海市浦东新区中国(上海)自由贸易试验区郭守敬路498号15幢1层16102室,上海市浦东新区中国(上海)自由贸易试验区郭守敬路498号15幢1层16102室,www.holly-wave.com,7/9/2007,4/20/2021
沪科创板,广东省,佛山市,顺德区,莱尔科技,440606,广东莱尔新材料科技股份有限公司,电子化学品,863,37.09,688683,广东省佛山市顺德区大良街道五沙社区顺宏路1号之1,广东省佛山市顺德区大良街道五沙社区顺宏路1号,www.leary.com.cn,4/1/2004,4/12/2021
沪科创板,江苏省,苏州市,吴中区,迈信林,320506,江苏迈信林航空科技股份有限公司,军工装备,472,89.74,688685,江苏省苏州市吴中区太湖街道溪虹路1009号,江苏省苏州市吴中区太湖街道溪虹路1009号,www.maixinlin.com,3/14/2010,5/13/2021
沪科创板,广东省,东莞市, ,奥普特,441900,广东奥普特科技股份有限公司,自动化设备,2268,103.66,688686,广东省东莞市长安镇兴发南路66号之一,广东省东莞市长安镇兴发南路66号之一,www.optmv.com,3/23/2006,12/31/2020
沪科创板,北京市,市辖区,大兴区,凯因科技,110115,北京凯因科技股份有限公司,生物制品,584,45.1,688687,北京市大兴区北京经济技术开发区荣京东街6号3号楼,北京市大兴区北京经济技术开发区荣京东街6号3号楼,www.kawin.com.cn,8/19/2008,2/8/2021
沪科创板,江苏省,常州市,新北区,银河微电,320411,常州银河世纪微电子股份有限公司,半导体,1035,30.21,688689,江苏省常州市新北区长江北路19号,江苏省常州市新北区长江北路19号,www.gmesemi.com,10/7/2006,1/27/2021
沪科创板,江苏省,苏州市,吴中区,纳微科技,320506,苏州纳微科技股份有限公司,化学制药,765,94.69,688690,江苏省苏州市吴中区苏州工业园区百川街2号,江苏省苏州市吴中区苏州工业园区百川街2号,www.nanomicro.com,10/21/2007,6/23/2021
沪科创板,上海市,市辖区,浦东新区,灿芯股份,310115,灿芯半导体(上海)股份有限公司,半导体,272,74.38,688691,上海市浦东新区中国(上海)自由贸易试验区张东路1158号礼德国际2号楼6楼,上海市浦东新区中国(上海)自由贸易试验区张东路1158号礼德国际2号楼6楼,www.britesemi.com,7/16/2008,4/11/2024
沪科创板,湖北省,武汉市,洪山区,达梦数据,420111,武汉达梦数据库股份有限公司,软件开发,1611,265.81,688692,湖北省武汉市洪山区东湖新技术开发区高新大道999号未来科技大厦C3栋16-19层,湖北省武汉市洪山区东湖新技术开发区高新大道999号未来科技大厦C3栋16-19层,www.dameng.com,11/12/2000,6/12/2024
沪科创板,江苏省,苏州市,张家港市,锴威特,320582,苏州锴威特半导体股份有限公司,半导体,190,22.25,688693,江苏省苏州市张家港市杨舍镇华昌路10号沙洲湖科创园B2幢01室,江苏省苏州市张家港市杨舍镇华昌路10号沙洲湖科创园B2幢01室,www.convertsemi.com,1/21/2015,8/18/2023
沪科创板,山东省,济南市,历下区,中创股份,370102,山东中创软件商用中间件股份有限公司,软件开发,356,26.44,688695,山东省济南市历下区千佛山东路41-1号,山东省济南市历下区千佛山东路41-1号,www.inforbus.com,12/26/2002,3/13/2024
沪科创板,四川省,成都市,武侯区,极米科技,510107,极米科技股份有限公司,黑色家电,2225,89.21,688696,四川省成都市武侯区中国(四川)自由贸易试验区成都高新区世纪城路1129号A区4栋,四川省成都市武侯区中国(四川)自由贸易试验区成都高新区世纪城路1129号A区4栋,www.xgimi.com,11/17/2013,3/3/2021
沪科创板,江苏省,苏州市,虎丘区,纽威数控,320505,纽威数控装备(苏州)股份有限公司,通用设备,1341,59.52,688697,江苏省苏州市虎丘区高新区通安浔阳江路69号,江苏省苏州市虎丘区高新区通安浔阳江路69号,www.newaycnc.com,4/28/1997,9/17/2021
沪科创板,江苏省,苏州市,吴中区,伟创电气,320506,苏州伟创电气科技股份有限公司,自动化设备,1742,106.24,688698,江苏省苏州市吴中区吴中经济技术开发区郭巷街道淞葭路1000号,江苏省苏州市吴中区吴中经济技术开发区郭巷街道淞葭路1000号,www.veichi.cn,10/16/2013,12/29/2020
沪科创板,广东省,深圳市,南山区,明微电子,440305,深圳市明微电子股份有限公司,半导体,802,38.03,688699,广东省深圳市南山区粤海街道高新区社区沙河西路1801号国实大厦11A,广东省深圳市南山区粤海街道高新区社区沙河西路1801号国实大厦9-12层,www.chinaasic.com,10/29/2003,12/18/2020
沪科创板,江苏省,苏州市,昆山市,东威科技,320583,昆山东威科技股份有限公司,专用设备,1312,99.25,688700,江苏省苏州市昆山市巴城镇东定路505号,江苏省苏州市昆山市巴城镇东定路505号,www.ksdwgroup.com,12/28/2005,6/15/2021
沪科创板,浙江省,杭州市,拱墅区,卓锦股份,330105,浙江卓锦环保科技股份有限公司,环境治理,205,9.2,688701,浙江省杭州市拱墅区绍兴路536号浙江三立时代广场701室,浙江省杭州市拱墅区绍兴路536号浙江三立时代广场701室,www.zone-king.com,9/1/2003,9/16/2021
沪科创板,江苏省,苏州市,吴中区,盛科通信,320506,苏州盛科通信股份有限公司,半导体,497,266.91,688702,江苏省苏州市吴中区苏州工业园区江韵路258号,江苏省苏州市吴中区苏州工业园区江韵路258号,www.centec.com,1/30/2005,9/14/2023
沪科创板,贵州省,贵阳市,白云区,振华新材,520113,贵州振华新材料股份有限公司,电池,2208,58.35,688707,贵州省贵阳市白云区高跨路1号,贵州省贵阳市白云区高跨路1号,www.zh-echem.com,4/25/2004,9/14/2021
沪科创板,四川省,成都市,郫都区,佳驰科技,510117,成都佳驰电子科技股份有限公司,军工装备,446,207.17,688708,四川省成都市郫都区成都现代工业港南片区新经济产业园文明街西段288号,四川省成都市郫都区成都现代工业港南片区新经济产业园文明街西段288号,www.cdjc.com.cn,7/17/2008,12/5/2024
沪科创板,四川省,成都市,武侯区,成都华微,510107,成都华微电子科技股份有限公司,半导体,953,209.59,688709,四川省成都市武侯区中国(四川)自由贸易试验区成都高新区益州大道中段1800号1栋22-23层2201号、2301号,四川省成都市武侯区高新区益州大道中段1800号1栋;四川省成都市双流区双华路288号,,3/8/2000,2/7/2024
沪科创板,上海市,市辖区,浦东新区,益诺思,310115,上海益诺思生物技术股份有限公司,医疗服务,1075,46.09,688710,上海市浦东新区中国(上海)自由贸易试验区郭守敬路199号106室,上海市浦东新区中国(上海)自由贸易试验区郭守敬路199号106室,www.innostar.cn,5/11/2010,9/3/2024
沪科创板,江苏省,常州市,新北区,宏微科技,320411,江苏宏微科技股份有限公司,半导体,1093,32.32,688711,江苏省常州市新北区华山路18号,江苏省常州市新北区华山路18号,www.macmicst.com,8/17/2006,9/1/2021
沪科创板,吉林省,长春市,绿园区,中研股份,220106,吉林省中研高分子材料股份有限公司,塑料制品,321,44.06,688716,吉林省长春市绿园区绿园经济开发区先进制造业园区中研路1177号,吉林省长春市绿园区绿园经济开发区先进制造业园区中研路1177号,www.zypeek.cn,12/21/2006,9/20/2023
沪科创板,浙江省,杭州市,桐庐县,艾罗能源,330122,浙江艾罗网络能源技术股份有限公司,光伏设备,2243,77.52,688717,浙江省杭州市桐庐县城南街道石珠路278号,浙江省杭州市桐庐县城南街道石珠路278号,www.solaxpower.com.cn,3/1/2012,1/3/2024
沪科创板,上海市,市辖区,青浦区,唯赛勃,310118,上海唯赛勃环保科技股份有限公司,塑料制品,478,19.29,688718,上海市青浦区工业园区崧盈路899号,上海市青浦区工业园区崧盈路899号,www.wave-cyber.com,8/27/2001,7/28/2021
沪科创板,陕西省,西安市,长安区,爱科赛博,610116,西安爱科赛博电气股份有限公司,其他电源设备,1045,32.31,688719,陕西省西安市长安区高新区新型工业园信息大道12号,陕西省西安市长安区高新区新型工业园信息大道12号,www.cnaction.com,1/18/1996,9/28/2023
沪科创板,江苏省,苏州市,昆山市,艾森股份,320583,江苏艾森半导体材料股份有限公司,半导体,177,33.57,688720,江苏省苏州市昆山市千灯镇黄浦江路1647号,江苏省苏州市昆山市千灯镇中庄路299号,www.asem.cn,3/25/2010,12/6/2023
沪科创板,广东省,深圳市,宝安区,龙图光罩,440306,深圳市龙图光罩股份有限公司,半导体,247,61.73,688721,广东省深圳市宝安区新桥街道象山社区新玉路北侧圣佐治科技工业园4#厂房101,广东省深圳市宝安区新桥街道象山社区新玉路北侧圣佐治科技工业园4#厂房101,www.starmask.cn,4/18/2010,8/6/2024
沪科创板,北京市,市辖区,大兴区,同益中,110115,北京同益中新材料科技股份有限公司,化学纤维,980,42.89,688722,北京市大兴区经济技术开发区中和街16号901厂房,北京市通州区马驹桥镇景盛南二街17号,www.bjtyz.com,2/9/1999,10/19/2021
沪科创板,广东省,深圳市,坪山区,拉普拉斯,440310,拉普拉斯新能源科技股份有限公司,光伏设备,2424,158.04,688726,广东省深圳市坪山区坑梓街道吉康路1号,广东省深圳市坪山区坑梓街道砾田路2号开沃大厦A栋20层,www.laplace-tech.com,5/8/2016,10/29/2024
沪科创板,上海市,市辖区,浦东新区,格科微,013002,格科微有限公司,半导体,1654,377.35,688728,"4thFloor,HarbourPlace;103SouthChurchStreet;P.O.Box10240;GrandCaymanKY1-1002;GeorgeTown;CaymanIslands",上海市浦东新区中国(上海)自由贸易试验区盛夏路560号2幢第11层整层、第12层整层,www.gcoreinc.com,9/2/2003,8/18/2021
沪科创板,安徽省,蚌埠市,怀远县,壹石通,340321,安徽壹石通材料科技股份有限公司,电池,766,32.6,688733,安徽省蚌埠市怀远县经济开发区金河路10号,安徽省蚌埠市怀远县经济开发区金河路10号,www.estonegroup.com,1/5/2006,8/17/2021
沪科创板,四川省,成都市,郫都区,中自科技,510117,中自科技股份有限公司,汽车零部件,595,20.11,688737,四川省成都市郫都区高新区古楠街88号,四川省成都市郫都区高新区古楠街88号,www.sinocat.com.cn,7/14/2005,10/22/2021
沪科创板,辽宁省,沈阳市,浑南区,成大生物,210112,辽宁成大生物股份有限公司,生物制品,1732,102.74,688739,辽宁省沈阳市浑南区新放街1号,辽宁省沈阳市浑南区新放街1号,www.cdbio.cn,6/16/2002,10/28/2021
沪科创板,湖南省,常德市,武陵区,金天钛业,430702,湖南湘投金天钛业科技股份有限公司,小金属,548,87.69,688750,湖南省常德市武陵区经济技术开发区德山街道青山社区乾明路97号,湖南省常德市武陵区经济技术开发区德山街道青山社区乾明路97号,www.xtjtty.com,4/7/2004,11/20/2024
沪科创板,江苏省,苏州市,吴中区,胜科纳米,320506,胜科纳米(苏州)股份有限公司,其他社会服务,567,101.55,688757,江苏省苏州市吴中区中国（江苏）自由贸易试验区苏州片区苏州工业园区金鸡湖大道99号苏州纳米城西北区09栋507室,江苏省苏州市吴中区苏州工业园区朝前路9号,www.wintech-nano.com,8/16/2012,3/25/2025
沪科创板,江苏省,苏州市,吴中区,赛分科技,320506,苏州赛分科技股份有限公司,化学制药,369,68.38,688758,江苏省苏州市吴中区中国(江苏)自由贸易试验区苏州片区苏州工业园区集贤街11号,江苏省苏州市吴中区中国(江苏)自由贸易试验区苏州片区苏州工业园区集贤街11号,www.sepax-tech.com.cn,3/15/2009,1/10/2025
沪科创板,上海市,市辖区,浦东新区,普冉股份,310115,普冉半导体(上海)股份有限公司,半导体,432,105.61,688766,上海市浦东新区中国(上海)自由贸易试验区申江路5005弄1号9层整层(实际楼层8楼),上海市浦东新区中国(上海)自由贸易试验区申江路5005弄1号9层整层(实际楼层8楼),www.puyasemi.com,1/3/2016,8/23/2021
沪科创板,浙江省,杭州市,余杭区,博拓生物,330110,杭州博拓生物科技股份有限公司,医疗器械,629,42.73,688767,浙江省杭州市余杭区中泰街道富泰路17号,浙江省杭州市余杭区仓前街道途义路27号,www.biotests.com.cn,11/27/2008,9/8/2021
沪科创板,安徽省,合肥市,蜀山区,容知日新,340104,安徽容知日新科技股份有限公司,通用设备,711,46.04,688768,安徽省合肥市蜀山区高新区生物医药园支路59号,安徽省合肥市蜀山区高新区生物医药园支路59号,www.ronds.com.cn,8/6/2007,7/26/2021
沪科创板,广东省,珠海市,斗门区,珠海冠宇,440403,珠海冠宇电池股份有限公司,电池,16668,147.71,688772,广东省珠海市斗门区井岸镇珠峰大道209号(A厂房首层南区),广东省珠海市斗门区井岸镇珠峰大道209号(A厂房首层南区);广东省珠海市斗门区井岸镇顺宇路1号,www.cosmx.com,5/10/2007,10/15/2021
沪科创板,四川省,成都市,龙泉驿区,国光电气,510112,成都国光电气股份有限公司,军工电子,974,87.68,688776,四川省成都市龙泉驿区成都经济技术开发区星光西路117号,四川省成都市龙泉驿区成都经济技术开发区星光西路117号,www.chinaguoguang.com,10/7/1981,8/31/2021
沪科创板,浙江省,杭州市,滨江区,中控技术,330108,中控技术股份有限公司,自动化设备,5552,385.57,688777,浙江省杭州市滨江区六和路309号,浙江省杭州市滨江区六和路309号,www.supcon.com,12/6/1999,11/24/2020
